manufactor,Year,model,Hand,Gear,capacity_Engine,Engine_type,City,Price,Km,Region
מיני,2012,קופר,3,אוטומטית,1600.0,בנזין,אזור,85000.0,130000.0,מרכז
פולקסווגן,2016,פולו,4,אוטומטית,1800.0,בנזין,נצרת,75000.0,107000.0,צפון
פולקסווגן,2017,פולו,3,אוטומטית,1200.0,בנזין,בית שאן,68000.0,101000.0,צפון
מיצובישי,2009,אאוטלנדר,3,אוטומטית,2000.0,טורבו דיזל,באר יעקב,55000.0,156000.0,מרכז
יונדאי,2017,i25,3,אוטומטית,1400.0,בנזין,פסגת זאב,53000.0,87000.0,מזרח
סובארו,2017,XV,2,אוטומטית,2000.0,בנזין,חיפה,92000.0,96000.0,צפון
קיה,2018,פיקנטו,1,אוטומטית,1200.0,בנזין,יקנעם עילית,75000.0,14000.0,מזרח
קיה,2021,פיקנטו,1,אוטומטית,1200.0,בנזין,ירושלים,79000.0,16250.0,מרכז
קיה,2017,פיקנטו,3,אוטומטית,1248.0,בנזין,פתח תקווה,48500.0,29400.0,מרכז
סוזוקי,2019, איגניס,1,אוטומטית,1200.0,בנזין,חיפה,65000.0,16500.0,מזרח
קיה,2015,סראטו,2,אוטומטית,2359.0,בנזין,טייבה,90000.0,121.0,מזרח
סקודה,2011, אוקטביה (2011),2,אוטומטית,1400.0,בנזין,חולון,30000.0,163.0,מרכז
יונדאי,2020,i10,1,רובוטית,1200.0,בנזין,גן יבנה,72000.0,22500.0,דרום
אאודי,2010, A3,5,אוטומטית,1800.0,בנזין,כפר סבא,42000.0,159000.0,מרכז
יונדאי,2019,אלנטרה,1,אוטומטית,1600.0,בנזין,נאעורה,92000.0,56000.0,מזרח
קיה,2017,פיקנטו,1,אוטומטית,1248.0,בנזין,ירושלים,66000.0,23000.0,מרכז
קיה,2019,פיקנטו,1,אוטומטית,1248.0,בנזין,גדרה,75000.0,71700.0,מרכז
סקודה,2011, אוקטביה (2011),3,אוטומטית,1200.0,בנזין,ירושלים,26000.0,155000.0,מרכז
יונדאי,2017,i25,2,אוטומטית,1400.0,בנזין,כפר תפוח,53000.0,109000.0,צפון
פולקסווגן,2016,גולף,2,אוטומטית,1400.0,בנזין,קדרון,61000.0,128000.0,מזרח
ניסאן,2014, ג'וק JUKE,2,אוטומטית,1600.0,בנזין,רמלה,41000.0,109000.0,מרכז
פולקסווגן,2012,שירוקו,6,ידנית,1400.0,בנזין,חיפה,55000.0,139000.0,צפון
שברולט,2013,קרוז,3,אוטומטית,1600.0,בנזין,אלעד,18200.0,176000.0,מרכז
מאזדה,2018, 3,2,אוטומטית,2000.0,בנזין,חריש,85000.0,104000.0,צפון
סקודה,2012, אוקטביה (2012),2,אוטומטית,1800.0,בנזין,Tzur Natan,20000.0,230000.0,מזרח
קיה,2021,סטוניק,1,אוטומטית,1400.0,בנזין,סלמה,95000.0,26000.0,מזרח
טויוטה,2020,יאריס,1,אוטומטית,1200.0,בנזין,פתח תקווה,70000.0,10000.0,מרכז
פולקסווגן,2012,גולף,2,אוטומטית,1400.0,בנזין,רמת השרון,40000.0,140000.0,מרכז
קיה,2017,פיקנטו,3,ידנית,1000.0,בנזין,ראש העין,29000.0,122000.0,מרכז
קיה,2010,קרניבל,3,אוטומטית,2900.0,דיזל,תל אביב יפו,22000.0,226000.0,מרכז
שברולט,2016,ספארק,2,אוטומטית,1400.0,בנזין,קרית שמונה,39500.0,131000.0,צפון
ניסאן,2013, ג'וק JUKE,2,אוטומטית,1600.0,בנזין,יבנה,43000.0,65000.0,מרכז
סובארו,2012,B4,2,אוטומטית,2000.0,בנזין,ראשון לציון,24900.0,146000.0,מרכז
טויוטה,2013,יאריס,2,אוטומטית,1300.0,בנזין,עכו,37000.0,180000.0,צפון
סקודה,2013, ראפיד (2013),3,אוטומטית,1400.0,בנזין,עראבה,26000.0,169000.0,מזרח
מיצובישי,2017,ספייס סטאר,1,אוטומטית,1193.0,בנזין,פתח תקווה,44000.0,96509.0,מרכז
טויוטה,2015,קורולה,1,אוטומטית,1600.0,בנזין,ירושלים,62000.0,141000.0,מרכז
אופל,2015,אסטרה,2,אוטומטית,1400.0,בנזין,גדרה,23000.0,152000.0,מרכז
רנו,2015, קליאו דור 4,3,אוטומטית,1200.0,בנזין,רמת גן,28000.0,136000.0,מרכז
שברולט,2016,קרוז החדשה,2,אוטומטית,1400.0,בנזין,פתח תקווה,25000.0,124000.0,מרכז
קיה,2014,פיקנטו,1,ידנית,1000.0,בנזין,נגבה,23200.0,190000.0,מזרח
טויוטה,2013,פריוס,2,אוטומטית,1800.0,היברידי,רחובות,72000.0,57000.0,מרכז
פורד,2013,פוקוס,3,אוטומטית,1600.0,בנזין,רמת גן,19000.0,144000.0,מרכז
פולקסווגן,2017,ג'טה,1,אוטומטית,1200.0,בנזין,עפולה,53000.0,150000.0,מזרח
אופל,2014,קורסה,2,אוטומטית,1400.0,בנזין,ראשון לציון,26900.0,143000.0,מרכז
יונדאי,2015,i10,2,אוטומטית,1250.0,בנזין,פתח תקווה,40500.0,98000.0,מרכז
קיה,2011,קרניבל,3,אוטומטית,2200.0,דיזל,ראשון לציון,33000.0,165000.0,מרכז
קיה,2019,ספיה,2,אוטומטית,1600.0,דיזל,נהריה,86000.0,95000.0,צפון
סקודה,2016, אוקטביה (2016),1,אוטומטית,150.0,בנזין,עפולה,70000.0,140000.0,מזרח
ב.מ.וו,2017,סדרה 1,3,אוטומטית,1500.0,בנזין,נתניה,77000.0,127000.0,מרכז
קיה,2018,פיקנטו,1,אוטומטית,1200.0,בנזין,רחובות,63000.0,47000.0,מרכז
סקודה,2018,ראפיד,1,אוטומטית,1000.0,בנזין,מודיעין עילית,52000.0,137000.0,מרכז
טויוטה,2014,קורולה,2,אוטומטית,1600.0,בנזין,אשדוד,58000.0,180000.0,דרום
סוזוקי,2010, סוויפט,3,אוטומטית,1500.0,בנזין,מגדל,24000.0,183000.0,מרכז
מיצובישי,2012,לנסר הדור החדש,3,אוטומטית,1600.0,בנזין,ירושלים,25500.0,146000.0,מרכז
קיה,2012,פורטה,3,אוטומטית,1600.0,בנזין,מודיעין עילית,26000.0,143000.0,מרכז
טויוטה,2014,קורולה,1,אוטומטית,1600.0,בנזין,בית שמש,54000.0,175000.0,מזרח
טויוטה,2015,פריוס,2,אוטומטית,1800.0,היברידי,ירושלים,85000.0,125000.0,מרכז
ב.מ.וו,2016,סדרה 1,4,אוטומטית,1500.0,בנזין,מודיעין מכבים רעות,60000.0,95000.0,מרכז
קיה,2017,פיקנטו,3,אוטומטית,1200.0,בנזין,יוקנעם עילית,59000.0,90100.0,צפון
שברולט,2016,מאליבו,3,אוטומטית,1500.0,בנזין,חולון,66000.0,67000.0,מרכז
סיטרואן,2015,C3,2,אוטומטית,1600.0,בנזין,טירת כרמל,40000.0,49000.0,צפון
פורד,2015,אס-מקס,3,אוטומטית,2000.0,בנזין,טבריה,35000.0,150000.0,צפון
יונדאי,2013,i35,3,אוטומטית,1600.0,בנזין,כרמיאל,37000.0,169000.0,צפון
יונדאי,2011,i20,5,אוטומטית,1400.0,בנזין,ירושלים,25500.0,158685.0,מרכז
פורד,2013,אס-מקס,3,רובוטית,2000.0,בנזין,אלעד,22000.0,127000.0,מרכז
קיה,2017,נירו,2,אוטומטית,1600.0,היברידי,קרית יערים,76000.0,149000.0,מרכז
סקודה,2018,אוקטביה,3,אוטומטית,1000.0,בנזין,חיפה,75000.0,181000.0,צפון
פורד,2013,פוקוס,3,אוטומטית,1600.0,בנזין,עפולה,20000.0,169541.0,מזרח
קיה,2021,סטוניק,1,אוטומטית,1400.0,בנזין,סלמה,98000.0,25800.0,מזרח
הונדה,2015,CIVIC,2,אוטומטית,1500.0,בנזין,בית שמש,60000.0,114000.0,מזרח
ב.מ.וו,2017,סדרה 1,2,אוטומטית,2000.0,בנזין,נתנייה,90000.0,79000.0,מזרח
קיה,2017,נירו EV,2,אוטומטית,1580.0,היברידי,קרית גת,94500.0,140000.0,דרום
קיה,2016,פיקנטו,1,אוטומטית,1248.0,בנזין,חולון,52950.0,55000.0,מרכז
הונדה,2006,CIVIC,3,אוטומטית,1600.0,בנזין,ירושלים,22000.0,73000.0,מרכז
הונדה,2017,JAZZ,1,אוטומטית,1318.0,בנזין,ירושלים,70000.0,43000.0,מרכז
יונדאי,2018,i10,2,אוטומטית,1200.0,בנזין,באר שבע,55000.0,90000.0,דרום
סקודה,2015, אוקטביה (2015),2,אוטומטית,1200.0,בנזין,ראשון לציון,59900.0,120000.0,מרכז
פיג'ו,1995,106,5,ידנית,1200.0,בנזין,ירושלים,20000.0,140000.0,מרכז
סקודה,2019,אוקטביה,3,אוטומטית,1000.0,בנזין,גדרה,69000.0,109800.0,מרכז
פולקסווגן,2018,גולף,1,אוטומטית,1400.0,בנזין,מזכרת בתיה,96000.0,98500.0,מרכז
סובארו,2013,XV,3,אוטומטית,2000.0,בנזין,נס ציונה,58000.0,138000.0,מרכז
פולקסווגן,2013,פולו,3,אוטומטית,1200.0,בנזין,קריית ים,42000.0,128800.0,מזרח
יונדאי,2016,אלנטרה,2,אוטומטית,1600.0,בנזין,להבים,55500.0,148000.0,דרום
הונדה,2006,CIVIC,2,אוטומטית,1800.0,בנזין,קרית אונו,30000.0,131900.0,מרכז
סקודה,2016, אוקטביה (2016),2,אוטומטית,1400.0,בנזין,כפר קאסם,60000.0,180.0,מרכז
אלפא רומיאו,2013, ג'ולייטה,4,ידנית,1400.0,בנזין,חיפה,45000.0,160000.0,צפון
סקודה,2014, ראפיד (2014),1,אוטומטית,1400.0,בנזין,כפר מנדא,30000.0,143000.0,מזרח
ניסאן,2011, ג'וק JUKE,3,אוטומטית,1600.0,בנזין,אשדוד,28000.0,118000.0,דרום
הונדה,2015,CIVIC,3,אוטומטית,1798.0,בנזין,נהריה,41500.0,163899.0,צפון
